ACSSF,2019e1,nc,000,0005,0000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278953,242457,36496,278953,242457,36496,12125,2167,950,1039,18460,1460,295,278953,242457,113512,104758,168,13678,197,1239,8905,0,8905,36496
ACSSF,2019e1,nc,000,0005,0000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211674,183491,76673,84250,2124,7177,799,930,11538,441,11097,28183,16479,3450,116,0,0,5329,2809,776,2033,211674,183491,28183,211674,183491,28183,10130,8456,781,1557,3406,2188,1665,211674,183491,76673,84250,2124,7177,799,930,11538,441,11097,28183
ACSSF,2019e1,nc,000,0005,0000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296725,269238,113562,125122,1401,17125,112,1525,10391,245,10146,27487,14267,2227,480,0,0,8716,1797,556,1241,296725,269238,27487,296725,269238,27487,11613,4387,248,853,6633,2272,1481,296725,269238,113562,125122,1401,17125,112,1525,10391,245,10146,27487
ACSSF,2019e1,nc,000,0005,0000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107183,96049,11134,107183,96049,11134,6318,1000,169,0,2007,408,1232,107183,96049,47208,37250,1030,7699,0,223,2639,121,2518,11134
ACSSF,2019e1,nc,000,0005,0000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93391,91730,1661,,,,,,,,,,,93391,91730,45098,38526,0,2693,0,579,4834,97,4737,1661
ACSSF,2019e1,nc,000,0005,0000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72438,55566,37389,11075,300,2054,22,38,4688,69,4619,16872,12707,928,60,239,0,734,2204,360,1844,72438,55566,16872,72438,55566,16872,11678,2835,164,609,546,514,526,72438,55566,37389,11075,300,2054,22,38,4688,69,4619,16872
ACSSF,2019e1,nc,000,0005,0000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168038,157633,104620,13127,552,34707,58,373,4196,670,3526,10405,5483,1026,129,295,0,2807,665,336,329,168038,157633,10405,168038,157633,10405,4721,1004,708,347,1699,1298,628,168038,157633,104620,13127,552,34707,58,373,4196,670,3526,10405
ACSSF,2019e1,nc,000,0005,0000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472775,413485,248554,134071,2058,18787,0,602,9413,1098,8315,59290,25942,3248,1270,0,70,27017,1743,533,1210,472775,413485,59290,472775,413485,59290,21362,7897,1435,7269,12270,4451,4606,472775,413485,248554,134071,2058,18787,0,602,9413,1098,8315,59290
ACSSF,2019e1,nc,000,0005,0000080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123728,115340,8388,123728,115340,8388,4956,416,222,92,1992,261,449,123728,115340,87754,22782,298,1080,100,245,3081,0,3081,8388
ACSSF,2019e1,nc,000,0005,0000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247951,207849,109080,86892,739,5207,0,378,5553,91,5462,40102,31734,1572,95,0,0,5251,1450,1159,291,247951,207849,40102,247951,207849,40102,26822,3376,558,213,5246,2507,1380,247951,207849,109080,86892,739,5207,0,378,5553,91,5462,40102
