ACSSF,2019e1,nc,000,0178,0000183,69721,29560,11099,18126,10936,69721,1040,1018,6892,17103,2248,18685,22735,59689,10014,49675,75816
ACSSF,2019e1,nc,000,0178,0000184,53931,7498,9262,18602,18569,53931,1571,3919,10768,8536,4763,12274,12100,53427,3546,49881,68270
ACSSF,2019e1,nc,000,0178,0000185,75291,14784,16706,25440,18361,75291,3141,6796,26543,16184,9777,8464,4386,73870,12525,61345,45033
ACSSF,2019e1,nc,000,0178,0000186,101814,17727,21715,37802,24570,101814,3394,8258,33809,25803,10587,14388,5575,101508,13673,87835,58080
ACSSF,2019e1,nc,000,0178,0000187,228429,54078,62766,68379,43206,228429,4124,10562,44656,44867,15301,55262,53657,216371,23556,192815,67847
ACSSF,2019e1,nc,000,0178,0000188,278895,59804,63122,94923,61046,278895,8315,20102,76171,65077,23570,54160,31500,269423,33862,235561,52541
ACSSF,2019e1,nc,000,0178,0000189,51463,8543,12172,18952,11796,51463,1065,3634,16340,12532,7322,8138,2432,50166,3452,46714,59348
ACSSF,2019e1,nc,000,0178,0000190,168342,32120,39743,59186,37293,168342,5948,18374,50659,40688,15324,27300,10049,165709,17469,148240,56714
ACSSF,2019e1,nc,000,0178,0000191,392223,91226,88744,130754,81499,392223,10065,28959,88597,97023,36705,87104,43770,372945,51833,321112,55215
ACSSF,2019e1,nc,000,0178,0000192,96559,22475,25762,31416,16906,96559,1923,7209,32306,22683,10517,15298,6623,93643,13628,80015,58315
ACSSF,2019e1,nc,000,0178,0000193,91632,12415,18226,30392,30599,91632,1168,6456,22148,25392,9966,16660,9842,90514,5691,84823,63773
ACSSF,2019e1,nc,000,0178,0000194,113440,20517,24533,43243,25147,113440,2351,8726,34978,24699,11743,21113,9830,112700,6057,106643,69505
ACSSF,2019e1,nc,000,0178,0000195,144687,26996,36861,54047,26783,144687,2880,11298,37714,37047,22672,24820,8256,143378,13462,129916,64299
ACSSF,2019e1,nc,000,0178,0000196,66936,10735,14254,26880,15067,66936,1221,3893,22320,14749,8328,11015,5410,66426,4729,61697,72023
ACSSF,2019e1,nc,000,0178,0000197,754798,178134,209435,246298,120931,754798,16762,33871,126504,179995,68407,221196,108063,741861,61888,679973,70400
ACSSF,2019e1,nc,000,0178,0000198,76509,10373,17752,23796,24588,76509,1742,4097,17213,17538,7510,18871,9538,75537,7262,68275,62162
ACSSF,2019e1,nc,000,0178,0000199,76879,15359,16410,26686,18424,76879,2929,8578,27362,18221,7397,9803,2589,75191,11147,64044,48887
ACSSF,2019e1,nc,000,0178,0000200,77300,19581,15562,22206,19951,77300,1670,4830,24307,20295,10848,9731,5619,72516,8316,64200,56247
ACSSF,2019e1,nc,000,0178,0000201,186184,44812,41388,57650,42334,186184,2584,10076,35652,47971,17494,48025,24382,179285,22293,156992,56631
ACSSF,2019e1,nc,000,0178,0000202,120154,37120,32663,31635,18736,120154,1834,8219,39263,31845,13602,18206,7185,119539,10994,108545,50179
ACSSF,2019e1,nc,000,0178,0000203,85628,16049,16889,32456,20234,85628,3954,8991,31638,20509,9099,7699,3738,85280,10429,74851,52357
ACSSF,2019e1,nc,000,0178,0000204,94277,21468,20865,31634,20310,94277,3821,14065,33141,21678,8634,8865,4073,91182,23506,67676,35202
ACSSF,2019e1,nc,000,0178,0000205,71105,11476,14091,26835,18703,71105,2633,9033,28681,14747,6328,6555,3128,69969,12346,57623,43543
ACSSF,2019e1,nc,000,0178,0000206,100402,18640,22038,35480,24244,100402,3281,7821,30210,28320,13025,11335,6410,96743,9720,87023,54054
ACSSF,2019e1,nc,000,0178,0000207,52502,8733,9930,18529,15310,52502,1592,4872,16771,12981,6038,7827,2421,51600,8586,43014,44248
ACSSF,2019e1,nc,000,0178,0000208,166338,32331,39866,64123,30018,166338,3196,10888,41035,39297,14566,39138,18218,164489,11034,153455,86261
ACSSF,2019e1,nc,000,0178,0000209,771942,166777,209958,265301,129906,771942,9170,31142,125224,154104,60626,249428,142248,752970,54303,698667,85497
ACSSF,2019e1,nc,000,0178,0000210,88565,19878,18395,29900,20392,88565,2854,6522,29514,23082,11847,9761,4985,86307,12000,74307,45366
ACSSF,2019e1,nc,000,0178,0000211,54467,8685,11805,18528,15449,54467,2708,5875,20485,12267,5044,6393,1695,53778,7388,46390,42907
ACSSF,2019e1,nc,000,0178,0000212,59560,11990,12056,20522,14992,59560,2739,7276,20283,12898,5464,7462,3438,58322,10049,48273,39553
